,,CH0601,CH0602,CH0603,CH0604,CH0605
2025/9/8,19:51:26,39.3,52.6,36.5,30.9,10.03
2025/9/8,19:51:27,38.9,52.6,36.5,30.9,10.03
2025/9/8,19:51:28,38.1,52.6,36.4,30.8,10.03
2025/9/8,19:51:29,38.3,52.6,36.5,30.8,10.03
2025/9/8,19:51:30,38.1,52.6,36.4,30.8,10.03
2025/9/8,19:51:31,38.9,52.7,36.4,30.8,10.03
2025/9/8,19:51:32,38.6,52.7,36.4,30.8,10.03
2025/9/8,19:51:33,38.6,52.7,36.4,30.9,10.03
2025/9/8,19:51:34,38.3,52.6,36.4,30.9,10.03
2025/9/8,19:51:35,37.7,52.5,36.4,30.9,10.03
2025/9/8,19:51:36,37.3,52.6,36.4,30.9,10.03
2025/9/8,19:51:37,37,52.6,36.4,30.9,10.03
2025/9/8,19:51:38,36.7,52.6,36.5,30.9,10.03
2025/9/8,19:51:39,36.3,52.6,36.5,30.9,10.03
2025/9/8,19:51:40,36.2,52.7,36.5,30.9,10.03
2025/9/8,19:51:41,36.9,52.7,36.5,30.9,10.03
2025/9/8,19:51:42,38.1,52.7,36.5,30.9,10.03
2025/9/8,19:51:43,38.4,52.7,36.5,30.9,10.03
2025/9/8,19:51:44,38.2,52.7,36.5,31,10.03
2025/9/8,19:51:45,39.1,52.7,36.5,30.9,10.03
2025/9/8,19:51:46,39.9,52.7,36.5,31,10.03
2025/9/8,19:51:47,39.9,52.7,36.5,30.9,10.03
2025/9/8,19:51:48,40.5,52.7,36.5,30.9,10.03
2025/9/8,19:51:49,41.1,52.7,36.4,30.9,10.03
2025/9/8,19:51:50,41.4,52.7,36.5,30.9,10.03
2025/9/8,19:51:51,40.8,52.7,36.4,30.9,10.03
2025/9/8,19:51:52,40.5,52.7,36.4,30.9,10.03
2025/9/8,19:51:53,40.4,52.6,36.4,30.9,10.03
2025/9/8,19:51:54,40.3,52.6,36.5,30.9,10.03
2025/9/8,19:51:55,40.9,52.6,36.5,31,10.03
2025/9/8,19:51:56,41.3,52.6,36.5,31,10.03
2025/9/8,19:51:57,41.1,52.6,36.5,30.9,10.03
2025/9/8,19:51:58,40.7,52.5,36.5,30.9,10.03
2025/9/8,19:51:59,40.7,52.5,36.5,30.9,10.03
2025/9/8,19:52:00,40.9,52.5,36.5,31,10.03
2025/9/8,19:52:01,41.4,52.6,36.5,30.9,10.03
2025/9/8,19:52:02,41.6,52.5,36.5,30.9,10.03
2025/9/8,19:52:03,41.7,52.5,36.5,30.9,10.03
2025/9/8,19:52:04,41.9,52.4,36.5,30.9,10.03
2025/9/8,19:52:05,41.9,52.4,36.5,30.9,10.03
2025/9/8,19:52:06,41.9,52.4,36.5,30.9,10.03
2025/9/8,19:52:07,41.8,52.4,36.5,30.9,10.03
2025/9/8,19:52:08,41.9,52.4,36.5,30.9,10.03
2025/9/8,19:52:09,41.2,52.4,36.5,30.9,10.03
2025/9/8,19:52:10,40.8,52.4,36.5,30.9,10.03
2025/9/8,19:52:11,40.6,52.3,36.5,30.9,10.03
2025/9/8,19:52:12,40.7,52.3,36.5,31,10.03
2025/9/8,19:52:13,40.9,52.3,36.5,30.9,10.03
2025/9/8,19:52:14,40.6,52.3,36.5,30.9,10.03
2025/9/8,19:52:15,40.5,52.3,36.5,30.9,10.03
2025/9/8,19:52:16,40.6,52.3,36.5,30.9,10.03
2025/9/8,19:52:17,40.5,52.3,36.5,30.9,10.03
2025/9/8,19:52:18,41,52.2,36.5,30.9,10.03
2025/9/8,19:52:19,41.5,52.2,36.5,31,10.03
2025/9/8,19:52:20,41.7,52.1,36.5,30.9,10.03
2025/9/8,19:52:21,41.7,52.2,36.5,30.9,10.03
2025/9/8,19:52:22,42.1,52.2,36.5,30.9,10.03
2025/9/8,19:52:23,42.2,52.2,36.5,31,10.03
2025/9/8,19:52:24,41.7,52.3,36.5,30.9,10.03
2025/9/8,19:52:25,41.8,52.3,36.5,30.9,10.03
2025/9/8,19:52:26,41.7,52.3,36.5,31,10.03
2025/9/8,19:52:27,41.8,52.3,36.5,30.9,10.03
2025/9/8,19:52:28,41.7,52.3,36.5,30.9,10.03
2025/9/8,19:52:29,41.5,52.3,36.5,31,10.03
2025/9/8,19:52:30,41.7,52.3,36.5,31,10.03
2025/9/8,19:52:31,41.9,52.3,36.5,31,10.03
2025/9/8,19:52:32,41.8,52.3,36.5,31,10.03
2025/9/8,19:52:33,41.8,52.3,36.5,30.9,10.03
2025/9/8,19:52:34,41.7,52.3,36.5,31,10.03
2025/9/8,19:52:35,41.5,52.3,36.5,31,10.03
2025/9/8,19:52:36,41.6,52.3,36.5,31,10.03
2025/9/8,19:52:37,41,52.3,36.5,31,10.03
2025/9/8,19:52:38,40.2,52.2,36.5,31,10.03
2025/9/8,19:52:39,40.1,52.2,36.5,31,10.03
2025/9/8,19:52:40,40,52.2,36.5,31,10.03
2025/9/8,19:52:41,39.9,52.2,36.5,31,10.03
2025/9/8,19:52:42,39.9,52.2,36.5,31,10.03
2025/9/8,19:52:43,39.8,52.2,36.5,31,10.03
2025/9/8,19:52:44,40.1,52.2,36.5,31,10.03
2025/9/8,19:52:45,40.8,52.2,36.5,31,10.03
2025/9/8,19:52:46,40.2,52.2,36.5,31,10.03
2025/9/8,19:52:47,39.7,52.2,36.5,31,10.03
2025/9/8,19:52:48,39.5,52.2,36.5,31.1,10.03
2025/9/8,19:52:49,39.4,52.2,36.5,31.1,10.03
2025/9/8,19:52:50,39.8,52.2,36.5,31.1,10.03
2025/9/8,19:52:51,40.1,52.2,36.5,31.1,10.03
2025/9/8,19:52:52,40.6,52.1,36.5,31,10.03
2025/9/8,19:52:53,41.1,52.1,36.5,31,10.03
2025/9/8,19:52:54,41.1,52.1,36.5,31,10.03
2025/9/8,19:52:55,41.1,52.1,36.5,31,10.03
2025/9/8,19:52:56,41.3,52.1,36.4,31,10.03
2025/9/8,19:52:57,41.1,52,36.4,31,10.03
2025/9/8,19:52:58,40.8,52,36.4,31,10.03
2025/9/8,19:52:59,40.9,52,36.4,31,10.03
2025/9/8,19:53:00,41.1,52.1,36.5,31.1,10.03
2025/9/8,19:53:01,40.9,52.1,36.5,31,10.03
2025/9/8,19:53:02,41,52.1,36.5,31,10.03
2025/9/8,19:53:03,41.3,52.1,36.5,31,10.03
2025/9/8,19:53:04,41.7,52.1,36.5,31,10.03
2025/9/8,19:53:05,41.3,52.1,36.5,31,10.03
2025/9/8,19:53:06,40.9,52.1,36.5,31,10.03
2025/9/8,19:53:07,40.6,52.1,36.5,31,10.03
2025/9/8,19:53:08,40.3,52.1,36.5,31.1,10.03
2025/9/8,19:53:09,40.4,52.1,36.5,31,10.03
2025/9/8,19:53:10,40.4,52,36.5,31,10.03
2025/9/8,19:53:11,40.5,52,36.5,31,10.03
2025/9/8,19:53:12,40.4,52,36.5,31,10.03
2025/9/8,19:53:13,39.9,52,36.5,31,10.03
2025/9/8,19:53:14,40.1,52,36.5,31,10.03
2025/9/8,19:53:15,40.6,52,36.5,31,10.03
2025/9/8,19:53:16,41.1,51.9,36.5,31,10.03
2025/9/8,19:53:17,41.4,51.9,36.5,31,10.03
2025/9/8,19:53:18,41.8,52,36.5,31,10.03
2025/9/8,19:53:19,42.1,52,36.5,31,10.03
2025/9/8,19:53:20,41.7,51.9,36.5,31,10.03
2025/9/8,19:53:21,40.8,51.9,36.5,31,10.03
2025/9/8,19:53:22,40.5,52,36.5,31,10.03
2025/9/8,19:53:23,40.4,52,36.5,31,10.03
2025/9/8,19:53:24,40.4,52,36.5,31,10.03
2025/9/8,19:53:25,40.4,52,36.5,31,10.03
2025/9/8,19:53:26,40.9,52,36.5,31,10.03
2025/9/8,19:53:27,40.6,52,36.5,31,10.03
2025/9/8,19:53:28,40.4,52,36.5,31,10.03
2025/9/8,19:53:29,39.6,51.9,36.5,31,10.03
2025/9/8,19:53:30,39.4,52,36.5,31,10.03
2025/9/8,19:53:31,39.4,51.9,36.5,31,10.03
2025/9/8,19:53:32,39.3,51.9,36.5,31,10.03
2025/9/8,19:53:33,39.3,51.9,36.5,31,10.03
2025/9/8,19:53:34,39.4,52,36.4,31,10.03
2025/9/8,19:53:35,39.2,51.9,36.4,31,10.03
2025/9/8,19:53:36,38.8,51.9,36.4,31,10.03
2025/9/8,19:53:37,39,51.9,36.4,31,10.03
2025/9/8,19:53:38,38.9,52,36.4,31,10.03
2025/9/8,19:53:39,38.6,52,36.4,31,10.03
2025/9/8,19:53:40,38.2,52,36.5,31,10.03
2025/9/8,19:53:41,38.3,52,36.5,31,10.03
2025/9/8,19:53:42,39,52,36.5,31,10.03
2025/9/8,19:53:43,39.2,52,36.5,31,10.03
2025/9/8,19:53:44,39.4,52,36.5,31,10.03
2025/9/8,19:53:45,40,52,36.5,31,10.03
2025/9/8,19:53:46,40.1,52,36.5,31,10.03
2025/9/8,19:53:47,39.9,52,36.5,31,10.03
2025/9/8,19:53:48,39.5,52,36.5,31,10.03
2025/9/8,19:53:49,39.4,52,36.5,31,10.03
2025/9/8,19:53:50,39.7,51.9,36.6,31,10.03
2025/9/8,19:53:51,39.6,51.9,36.6,31,10.03
2025/9/8,19:53:52,39.7,51.9,36.6,31,10.03
2025/9/8,19:53:53,39.8,51.9,36.6,31,10.03
2025/9/8,19:53:54,39.8,51.9,36.6,31,10.03
2025/9/8,19:53:55,39.8,51.9,36.6,31,10.03
2025/9/8,19:53:56,39.7,51.9,36.6,31,10.03
2025/9/8,19:53:57,39.5,51.8,36.6,31,10.03
2025/9/8,19:53:58,39.4,51.8,36.6,31,10.03
2025/9/8,19:53:59,39.7,51.8,36.6,31,10.03
2025/9/8,19:54:00,39.9,51.9,36.6,31,10.03
2025/9/8,19:54:01,39.9,51.9,36.6,31,10.03
2025/9/8,19:54:02,39.6,51.9,36.5,31,10.03
2025/9/8,19:54:03,39.6,51.9,36.5,31,10.03
2025/9/8,19:54:04,39.9,51.9,36.5,31,10.03
2025/9/8,19:54:05,40.6,51.9,36.5,31,10.03
2025/9/8,19:54:06,41,51.9,36.5,31,10.03
2025/9/8,19:54:07,41.4,51.9,36.5,31,10.03
2025/9/8,19:54:08,41.7,51.8,36.5,31,10.03
2025/9/8,19:54:09,41.5,51.8,36.5,31,10.03
2025/9/8,19:54:10,40.8,51.9,36.5,31,10.03
2025/9/8,19:54:11,40.6,51.9,36.5,31,10.03
2025/9/8,19:54:12,40.8,51.9,36.5,31,10.03
2025/9/8,19:54:13,40.9,51.9,36.5,31,10.03
2025/9/8,19:54:14,40.5,51.9,36.5,31,10.03
2025/9/8,19:54:15,39.7,51.8,36.5,31,10.03
2025/9/8,19:54:16,39.5,51.8,36.6,31,10.03
2025/9/8,19:54:17,39.3,51.8,36.5,31,10.03
2025/9/8,19:54:18,39.3,51.8,36.5,31,10.03
2025/9/8,19:54:19,38.9,51.8,36.5,31,10.03
2025/9/8,19:54:20,38.9,51.8,36.5,31,10.03
2025/9/8,19:54:21,39,51.8,36.5,31,10.03
2025/9/8,19:54:22,39,51.8,36.5,31,10.03
2025/9/8,19:54:23,39.2,51.8,36.5,31,10.03
2025/9/8,19:54:24,39.2,51.7,36.5,31,10.03
2025/9/8,19:54:25,39.2,51.8,36.5,31,10.03
2025/9/8,19:54:26,39.1,51.8,36.5,31,10.03
2025/9/8,19:54:27,39.1,51.8,36.5,31,10.03
2025/9/8,19:54:28,39.4,51.7,36.5,31,10.03
2025/9/8,19:54:29,39.6,51.7,36.5,31,10.03
2025/9/8,19:54:30,39.5,51.7,36.6,31,10.03
2025/9/8,19:54:31,39.5,51.7,36.6,31,10.03
2025/9/8,19:54:32,39.5,51.7,36.6,31,10.03
2025/9/8,19:54:33,39.5,51.7,36.6,31,10.03
2025/9/8,19:54:34,39.8,51.7,36.6,31,10.03
2025/9/8,19:54:35,40.1,51.6,36.6,31,10.03
2025/9/8,19:54:36,40.1,51.6,36.6,31,10.03
2025/9/8,19:54:37,40.1,51.6,36.6,31,10.03
2025/9/8,19:54:38,39.9,51.6,36.6,31,10.03
2025/9/8,19:54:39,40.2,51.7,36.6,31,10.03
2025/9/8,19:54:40,40.4,51.7,36.6,31,10.03
2025/9/8,19:54:41,40.3,51.6,36.6,31,10.03
2025/9/8,19:54:42,39.7,51.6,36.6,31,10.03
2025/9/8,19:54:43,40,51.6,36.6,31,10.03
2025/9/8,19:54:44,40.3,51.7,36.5,31,10.03
2025/9/8,19:54:45,40.4,51.6,36.5,31,10.03
2025/9/8,19:54:46,40,51.7,36.5,31,10.03
2025/9/8,19:54:47,39.7,51.7,36.5,31,10.03
2025/9/8,19:54:48,39.5,51.7,36.5,31,10.03
2025/9/8,19:54:49,39.7,51.7,36.6,31,10.03
2025/9/8,19:54:50,40.2,51.6,36.6,31,10.03
2025/9/8,19:54:51,40.3,51.6,36.6,31,10.03
2025/9/8,19:54:52,40.3,51.6,36.6,31,10.03
2025/9/8,19:54:53,40.8,51.6,36.6,31,10.03
2025/9/8,19:54:54,40.8,51.6,36.6,31,10.03
2025/9/8,19:54:55,40.8,51.7,36.6,31,10.03
2025/9/8,19:54:56,40.9,51.7,36.6,31,10.03
2025/9/8,19:54:57,41,51.7,36.6,31,10.03
2025/9/8,19:54:58,41.2,51.6,36.6,31.1,10.03
2025/9/8,19:54:59,41.3,51.7,36.6,31.1,10.03
2025/9/8,19:55:00,41.6,51.6,36.6,31.1,10.03
2025/9/8,19:55:01,41.4,51.7,36.6,31.1,10.03
2025/9/8,19:55:02,40.5,51.7,36.6,31.1,10.03
2025/9/8,19:55:03,40.1,51.7,36.6,31.1,10.03
2025/9/8,19:55:04,40.3,51.7,36.6,31.1,10.03
2025/9/8,19:55:05,40,51.7,36.6,31.1,10.03
2025/9/8,19:55:06,39.8,51.7,36.6,31.1,10.03
2025/9/8,19:55:07,39.7,51.6,36.6,31.1,10.03
2025/9/8,19:55:08,39.6,51.6,36.6,31.1,10.03
2025/9/8,19:55:09,39.7,51.6,36.6,31.1,10.03
2025/9/8,19:55:10,39.6,51.6,36.6,31.1,10.03
2025/9/8,19:55:11,39.5,51.6,36.6,31.1,10.03
2025/9/8,19:55:12,39.6,51.6,36.6,31.1,10.03
2025/9/8,19:55:13,39.5,51.6,36.6,31.1,10.03
2025/9/8,19:55:14,39.6,51.6,36.6,31.1,10.03
2025/9/8,19:55:15,40.2,51.6,36.6,31.1,10.03
2025/9/8,19:55:16,40.4,51.5,36.6,31.1,10.03
2025/9/8,19:55:17,40.6,51.5,36.6,31.1,10.03
2025/9/8,19:55:18,40.9,51.5,36.6,31.1,10.03
2025/9/8,19:55:19,41,51.5,36.6,31.1,10.03
2025/9/8,19:55:20,40.7,51.5,36.6,31.1,10.03
2025/9/8,19:55:21,40.2,51.5,36.6,31.1,10.03
2025/9/8,19:55:22,40.6,51.5,36.6,31.1,10.03
2025/9/8,19:55:23,40.6,51.6,36.6,31.1,10.03
2025/9/8,19:55:24,40.8,51.6,36.5,31,10.03
2025/9/8,19:55:25,41.2,51.6,36.5,31,10.03
2025/9/8,19:55:26,41.5,51.6,36.5,31,10.03
2025/9/8,19:55:27,41.2,51.6,36.5,31,10.03
2025/9/8,19:55:28,40.9,51.6,36.5,31,10.03
2025/9/8,19:55:29,40.7,51.6,36.5,31,10.03
2025/9/8,19:55:30,40.6,51.6,36.5,31,10.03
2025/9/8,19:55:31,40.9,51.6,36.5,31,10.03
2025/9/8,19:55:32,39.9,51.6,36.5,31,10.03
2025/9/8,19:55:33,39.6,51.6,36.6,31,10.03
2025/9/8,19:55:34,39.3,51.6,36.6,31,10.03
2025/9/8,19:55:35,38.7,51.6,36.6,31,10.03
2025/9/8,19:55:36,38.3,51.6,36.6,31,10.03
2025/9/8,19:55:37,38,51.6,36.6,31.1,10.03
2025/9/8,19:55:38,38.1,51.6,36.6,31,10.03
2025/9/8,19:55:39,38,51.6,36.6,31.1,10.03
2025/9/8,19:55:40,37.9,51.6,36.6,31.1,10.03
2025/9/8,19:55:41,37.9,51.6,36.6,31.1,10.03
2025/9/8,19:55:42,37.4,51.6,36.7,31.1,10.03
2025/9/8,19:55:43,37.2,51.6,36.6,31.1,10.03
2025/9/8,19:55:44,37.2,51.6,36.6,31.1,10.03
2025/9/8,19:55:45,37.5,51.6,36.6,31.1,10.03
2025/9/8,19:55:46,37.2,51.6,36.6,31.1,10.03
2025/9/8,19:55:47,37,51.5,36.6,31.1,10.03
2025/9/8,19:55:48,37.1,51.5,36.6,31.1,10.03
2025/9/8,19:55:49,37.5,51.4,36.6,31.1,10.03
2025/9/8,19:55:50,37.8,51.4,36.6,31.1,10.03
2025/9/8,19:55:51,38.1,51.4,36.6,31.1,10.03
2025/9/8,19:55:52,38.5,51.5,36.6,31.1,10.03
2025/9/8,19:55:53,38.9,51.5,36.6,31.1,10.03
2025/9/8,19:55:54,39.5,51.5,36.6,31.1,10.03
2025/9/8,19:55:55,40,51.5,36.6,31.1,10.03
2025/9/8,19:55:56,40.2,51.6,36.6,31.1,10.03
2025/9/8,19:55:57,40.1,51.5,36.6,31.1,10.03
2025/9/8,19:55:58,39.8,51.5,36.6,31.1,10.03
2025/9/8,19:55:59,39.8,51.5,36.6,31.1,10.03
2025/9/8,19:56:00,39.6,51.5,36.6,31.1,10.03
2025/9/8,19:56:01,39.3,51.5,36.6,31.1,10.03
2025/9/8,19:56:02,39.3,51.5,36.6,31.1,10.03
2025/9/8,19:56:03,38.8,51.5,36.6,31,10.03
2025/9/8,19:56:04,38.9,51.4,36.6,31,10.03
2025/9/8,19:56:05,38.8,51.4,36.6,31,10.03
2025/9/8,19:56:06,39.4,51.4,36.6,31,10.03
2025/9/8,19:56:07,40.1,51.4,36.6,31,10.03
2025/9/8,19:56:08,40.6,51.4,36.7,31,10.03
2025/9/8,19:56:09,40.8,51.4,36.7,31,10.03
2025/9/8,19:56:10,40.7,51.4,36.6,31,10.03
2025/9/8,19:56:11,40.5,51.4,36.6,31,10.03
2025/9/8,19:56:12,40.6,51.4,36.6,31,10.03
2025/9/8,19:56:13,40.8,51.4,36.6,31,10.03
2025/9/8,19:56:14,40.9,51.4,36.7,31,10.03
2025/9/8,19:56:15,41.3,51.4,36.7,31,10.03
2025/9/8,19:56:16,41.4,51.4,36.6,31,10.03
2025/9/8,19:56:17,41.6,51.4,36.6,31,10.03
2025/9/8,19:56:18,41.3,51.4,36.7,31,10.03
2025/9/8,19:56:19,40.9,51.4,36.6,31,10.03
2025/9/8,19:56:20,40.8,51.3,36.6,31,10.03
2025/9/8,19:56:21,40.3,51.3,36.6,31,10.03
2025/9/8,19:56:22,39.8,51.3,36.6,31,10.03
2025/9/8,19:56:23,39.6,51.3,36.6,31,10.03
2025/9/8,19:56:24,39.4,51.3,36.6,31,10.03
2025/9/8,19:56:25,39.7,51.3,36.6,31,10.03
2025/9/8,19:56:26,39.7,51.3,36.6,31,10.03
2025/9/8,19:56:27,39.7,51.4,36.6,31,10.03
2025/9/8,19:56:28,39.5,51.4,36.6,31,10.03
2025/9/8,19:56:29,39.6,51.4,36.6,31,10.03
2025/9/8,19:56:30,39.6,51.4,36.6,31,10.03
2025/9/8,19:56:31,39.7,51.4,36.6,31,10.03
2025/9/8,19:56:32,39.8,51.4,36.6,31.1,10.03
2025/9/8,19:56:33,39.7,51.4,36.6,31,10.03
2025/9/8,19:56:34,39.2,51.4,36.6,31,10.03
2025/9/8,19:56:35,39,51.4,36.6,31.1,10.03
2025/9/8,19:56:36,39.3,51.4,36.6,31.1,10.03
2025/9/8,19:56:37,39.7,51.4,36.6,31.1,10.03
2025/9/8,19:56:38,40,51.4,36.6,31.1,10.03
2025/9/8,19:56:39,40.1,51.4,36.6,31.1,10.03
2025/9/8,19:56:40,40.5,51.4,36.6,31.1,10.03
2025/9/8,19:56:41,40.8,51.4,36.6,31.1,10.03
2025/9/8,19:56:42,40.9,51.4,36.6,31.1,10.03
2025/9/8,19:56:43,41,51.4,36.6,31.1,10.03
2025/9/8,19:56:44,41.1,51.4,36.6,31.1,10.03
2025/9/8,19:56:45,41.3,51.4,36.6,31.1,10.03
2025/9/8,19:56:46,40.6,51.4,36.6,31.1,10.03
2025/9/8,19:56:47,40,51.4,36.6,31.1,10.03
2025/9/8,19:56:48,40.1,51.5,36.6,31.1,10.03
2025/9/8,19:56:49,39.9,51.5,36.6,31.1,10.03
2025/9/8,19:56:50,40.5,51.5,36.7,31.1,10.03
2025/9/8,19:56:51,40.8,51.5,36.6,31.1,10.03
2025/9/8,19:56:52,40.7,51.5,36.6,31.1,10.03
2025/9/8,19:56:53,40.6,51.5,36.6,31.1,10.03
2025/9/8,19:56:54,40.6,51.6,36.6,31.1,10.03
2025/9/8,19:56:55,40.5,51.6,36.6,31.1,10.03
2025/9/8,19:56:56,40.4,51.5,36.6,31.1,10.03
2025/9/8,19:56:57,40.6,51.5,36.6,31.1,10.03
2025/9/8,19:56:58,40.8,51.5,36.6,31.1,10.03
2025/9/8,19:56:59,40.4,51.5,36.6,31.1,10.03
2025/9/8,19:57:00,39.8,51.5,36.6,31,10.03
2025/9/8,19:57:01,39.6,51.5,36.6,31.1,10.03
2025/9/8,19:57:02,39.5,51.5,36.6,31.1,10.03
2025/9/8,19:57:03,39.3,51.4,36.6,31.1,10.03
2025/9/8,19:57:04,39.4,51.4,36.6,31.1,10.03
2025/9/8,19:57:05,39.8,51.4,36.6,31,10.03
2025/9/8,19:57:06,40.3,51.4,36.6,31,10.03
2025/9/8,19:57:07,40.7,51.4,36.6,31,10.03
2025/9/8,19:57:08,40.3,51.4,36.6,31.1,10.03
2025/9/8,19:57:09,40.3,51.4,36.6,31.1,10.03
2025/9/8,19:57:10,40.4,51.4,36.6,31,10.03
2025/9/8,19:57:11,40.3,51.4,36.6,31,10.03
2025/9/8,19:57:12,40.4,51.4,36.6,31.1,10.03
2025/9/8,19:57:13,40.2,51.3,36.6,31.1,10.03
2025/9/8,19:57:14,39.8,51.3,36.6,31,10.03
2025/9/8,19:57:15,39.7,51.3,36.6,31,10.03
2025/9/8,19:57:16,39.7,51.3,36.6,31,10.03
2025/9/8,19:57:17,39.9,51.3,36.6,31,10.03
2025/9/8,19:57:18,40.1,51.3,36.5,31,10.03
2025/9/8,19:57:19,40.4,51.3,36.5,31,10.03
2025/9/8,19:57:20,40.7,51.4,36.5,31,10.03
2025/9/8,19:57:21,40.9,51.4,36.6,31,10.03
2025/9/8,19:57:22,41.1,51.4,36.6,31,10.03
2025/9/8,19:57:23,41.3,51.4,36.6,31,10.03
2025/9/8,19:57:24,40.5,51.3,36.6,31,10.03
2025/9/8,19:57:25,39.9,51.3,36.6,31,10.03
2025/9/8,19:57:26,39.8,51.3,36.6,31,10.03
2025/9/8,19:57:27,39.5,51.2,36.6,31,10.03
2025/9/8,19:57:28,39.4,51.2,36.6,31,10.03
2025/9/8,19:57:29,39.6,51.2,36.6,31,10.03
2025/9/8,19:57:30,39.9,51.1,36.7,31,10.03
2025/9/8,19:57:31,39.7,51.1,36.7,31,10.03
2025/9/8,19:57:32,39.7,51.1,36.7,31,10.03
2025/9/8,19:57:33,39.4,51,36.7,31,10.03
2025/9/8,19:57:34,38.9,51.1,36.6,31,10.03
2025/9/8,19:57:35,38.9,51,36.6,31,10.03
2025/9/8,19:57:36,39,51,36.6,31,10.03
2025/9/8,19:57:37,38.9,51,36.6,31,10.03
2025/9/8,19:57:38,39.3,51,36.6,31,10.03
2025/9/8,19:57:39,39.7,51,36.7,31,10.03
2025/9/8,19:57:40,40.1,51,36.7,31,10.03
2025/9/8,19:57:41,39.9,51,36.7,31,10.03
2025/9/8,19:57:42,39.8,51,36.7,31,10.03
2025/9/8,19:57:43,39.5,51.1,36.7,31,10.03
2025/9/8,19:57:44,39.3,51,36.7,31,10.03
2025/9/8,19:57:45,39.2,51.1,36.7,31,10.03
2025/9/8,19:57:46,39,51,36.7,31,10.03
2025/9/8,19:57:47,38.8,51,36.7,31.1,10.03
2025/9/8,19:57:48,39.3,51,36.7,31.1,10.03
2025/9/8,19:57:49,39.8,51,36.7,31.1,10.03
2025/9/8,19:57:50,40.1,51,36.7,31.1,10.03
2025/9/8,19:57:51,40.5,51,36.7,31.1,10.03
2025/9/8,19:57:52,40.5,51,36.7,31.1,10.03
2025/9/8,19:57:53,40.6,51,36.7,31.1,10.03
2025/9/8,19:57:54,40.6,51,36.7,31.1,10.03
2025/9/8,19:57:55,40.7,51,36.7,31.1,10.03
2025/9/8,19:57:56,40.8,51,36.7,31.1,10.03
2025/9/8,19:57:57,40.9,51,36.7,31.1,10.03
2025/9/8,19:57:58,40.9,51,36.7,31.1,10.03
2025/9/8,19:57:59,40.8,51,36.7,31.1,10.03
2025/9/8,19:58:00,40.8,51,36.7,31.1,10.03
2025/9/8,19:58:01,40.5,51,36.7,31.1,10.03
2025/9/8,19:58:02,40.4,51,36.7,31.1,10.03
2025/9/8,19:58:03,40.4,51,36.7,31.1,10.03
2025/9/8,19:58:04,40.3,51,36.7,31.1,10.03
2025/9/8,19:58:05,40.3,50.9,36.6,31.1,10.03
2025/9/8,19:58:06,40.2,50.9,36.6,31.1,10.03
2025/9/8,19:58:07,40,50.9,36.6,31.1,10.03
2025/9/8,19:58:08,40.2,50.9,36.6,31.1,10.03
2025/9/8,19:58:09,40.4,50.9,36.6,31.1,10.03
2025/9/8,19:58:10,40.8,50.9,36.6,31.1,10.03
2025/9/8,19:58:11,40.8,51,36.6,31.1,10.03
2025/9/8,19:58:12,40.8,51,36.7,31.1,10.03
2025/9/8,19:58:13,40.4,51,36.7,31.1,10.03
2025/9/8,19:58:14,40.2,51,36.7,31.1,10.03
2025/9/8,19:58:15,40.5,51,36.7,31.1,10.03
2025/9/8,19:58:16,40.9,51,36.6,31.1,10.03
2025/9/8,19:58:17,40.7,51,36.6,31.1,10.03
2025/9/8,19:58:18,40.6,51,36.7,31.1,10.03
2025/9/8,19:58:19,40.4,51,36.6,31.1,10.03
2025/9/8,19:58:20,40.2,51,36.6,31.1,10.03
2025/9/8,19:58:21,39.9,51,36.6,31,10.03
2025/9/8,19:58:22,39.4,51,36.6,31.1,10.03
2025/9/8,19:58:23,39.5,50.9,36.5,31.1,10.03
2025/9/8,19:58:24,39.9,51,36.5,31,10.03
2025/9/8,19:58:25,40,51,36.5,31,10.03
2025/9/8,19:58:26,40,51.1,36.5,31,10.03
2025/9/8,19:58:27,40.2,51.1,36.5,31,10.03
2025/9/8,19:58:28,40.4,51.1,36.5,31,10.03
2025/9/8,19:58:29,40.7,51.1,36.5,31,10.03
2025/9/8,19:58:30,41.2,51.1,36.5,31,10.03
2025/9/8,19:58:31,40.5,51.1,36.6,31,10.03
2025/9/8,19:58:32,40.3,51,36.6,30.9,10.03
2025/9/8,19:58:33,37.2,50.9,36.7,29.7,10.03
2025/9/8,19:58:34,33.7,50.9,36.6,29,10.03
2025/9/8,19:58:35,32.8,50.8,36.6,28.7,10.03
2025/9/8,19:58:36,32.2,50.8,36.7,28.5,10.03
2025/9/8,19:58:37,31.7,50.8,36.6,28.3,10.03
2025/9/8,19:58:38,31.1,50.7,36.6,28.2,10.03
2025/9/8,19:58:39,30.6,50.7,36.7,28.1,10.03
2025/9/8,19:58:40,30.2,50.7,36.7,28,10.03
2025/9/8,19:58:41,29.8,50.6,36.7,27.9,10.03
2025/9/8,19:58:42,29.5,50.5,36.7,27.8,10.03
2025/9/8,19:58:43,29.3,50.5,36.7,27.7,10.03
2025/9/8,19:58:44,29.1,50.5,36.7,27.7,10.03
2025/9/8,19:58:45,28.9,50.4,36.7,27.7,10.03
2025/9/8,19:58:46,28.8,50.4,36.7,27.6,10.03
2025/9/8,19:58:47,28.6,50.4,36.6,27.6,10.03
2025/9/8,19:58:48,28.5,50.4,36.7,27.6,10.03
2025/9/8,19:58:49,28.4,50.4,36.7,27.5,10.03
